         177186 function calls (176234 primitive calls) in 15.302 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:16(__init__)
        1    0.001    0.001    0.001    0.001 trsock.py:5(TransportSocket)
       24    0.000    0.000    0.001    0.000 types.py:171(__get__)
        2    0.000    0.000    0.000    0.000 types.py:244(coroutine)
       62    0.001    0.000    0.001    0.000 typing.py:121(_type_convert)
       62    0.004    0.000    0.007    0.000 typing.py:130(_type_check)
        2    0.000    0.000    0.000    0.000 typing.py:1569(overload)
       27    0.002    0.000    0.002    0.000 typing.py:182(_collect_type_vars)
        8    0.000    0.000    0.000    0.000 typing.py:193(<listcomp>)
        9    0.000    0.000    0.001    0.000 typing.py:197(_check_generic)
        8    0.001    0.000    0.001    0.000 typing.py:209(_deduplicate)
        8    0.001    0.000    0.002    0.000 typing.py:223(_remove_dups_flatten)
    50/47    0.002    0.000    0.038    0.001 typing.py:262(inner)
        3    0.000    0.000    0.000    0.000 typing.py:328(__repr__)
     11/8    0.000    0.000    0.014    0.002 typing.py:343(__getitem__)
        8    0.001    0.000    0.013    0.002 typing.py:424(Union)
       34    0.001    0.000    0.003    0.000 typing.py:456(<genexpr>)
        3    0.000    0.000    0.005    0.002 typing.py:462(Optional)
      170    0.003    0.000    0.006    0.000 typing.py:648(_is_dunder)
       27    0.001    0.000    0.009    0.000 typing.py:660(__init__)
      170    0.007    0.000    0.013    0.000 typing.py:696(__setattr__)
       27    0.003    0.000    0.020    0.001 typing.py:722(__init__)
       86    0.001    0.000    0.001    0.000 typing.py:726(<genexpr>)
       20    0.000    0.000    0.000    0.000 typing.py:733(__eq__)
        9    0.000    0.000    0.000    0.000 typing.py:739(__hash__)
        9    0.001    0.000    0.010    0.001 typing.py:815(__getitem__)
       20    0.000    0.000    0.002    0.000 typing.py:820(<genexpr>)
       18    0.001    0.000    0.013    0.001 typing.py:824(copy_with)
        1    0.000    0.000    0.001    0.001 typing.py:859(copy_with)
        1    0.000    0.000    0.001    0.001 typing.py:863(__getitem__)
        1    0.000    0.000    0.001    0.001 typing.py:877(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        9    0.001    0.000    0.011    0.001 typing.py:892(__getitem__)
       30    0.000    0.000    0.003    0.000 typing.py:903(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:911(__eq__)
        5    0.000    0.000    0.000    0.000 typing.py:916(__hash__)
        1    0.000    0.000    0.019    0.019 udp_client.py:1(<module>)
        1    0.000    0.000    0.002    0.002 udp_client.py:17(UDPClient)
        1    0.000    0.000    0.105    0.105 udp_client.py:20(__init__)
        1    0.000    0.000    0.002    0.002 udp_client.py:55(SimpleUDPClient)
        1    0.002    0.002    0.036    0.036 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1026(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1100(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1205(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1330(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1419(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 unix_events.py:1423(__init__)
        2    0.000    0.000    0.000    0.000 unix_events.py:1434(set_event_loop)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.006    0.006 unix_events.py:53(__init__)
        1    0.000    0.000    0.002    0.002 unix_events.py:57(close)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:881(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:973(BaseChildWatcher)
        2    0.001    0.000    0.001    0.001 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:162(__setitem__)
        2    0.000    0.000    0.000    0.000 weakref.py:287(update)
        1    0.000    0.000    0.000    0.000 weakref.py:345(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:350(__init__)
     1149    0.027    0.000    0.027    0.000 {built-in method __new__ of type object at 0x6950ec}
        9    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
        2    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        9    0.000    0.000    0.000    0.000 {built-in method _asyncio._get_running_loop}
        8    0.000    0.000    0.000    0.000 {built-in method _asyncio._set_running_loop}
        1    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_event_loop}
      261    0.004    0.000    0.004    0.000 {built-in method _asyncio.get_running_loop}
       19    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
      266    0.003    0.000    0.003    0.000 {built-in method _contextvars.copy_context}
        4    0.001    0.000    0.001    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       34    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
      261    0.003    0.000    0.003    0.000 {built-in method _heapq.heappop}
      261    0.003    0.000    0.003    0.000 {built-in method _heapq.heappush}
       93    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      658    0.009    0.000    0.009    0.000 {built-in method _imp.acquire_lock}
        3    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       16    0.119    0.007    0.163    0.010 {built-in method _imp.create_dynamic}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       16    0.001    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
       51    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
      110    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
      658    0.005    0.000    0.005    0.000 {built-in method _imp.release_lock}
       19    0.001    0.000    0.001    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.105    0.105 {built-in method _socket.getaddrinfo}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       22    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
       45    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       48    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.001    0.000    0.001    0.000 {built-in method _ssl.txt2obj}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      888    0.041    0.000    0.041    0.000 {built-in method _struct.pack_into}
        2    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
     2569    0.048    0.000    0.048    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      230    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
      429    0.007    0.000    0.007    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  250/247    0.098    0.000    0.286    0.001 {built-in method builtins.__build_class__}
    41/26    0.008    0.000    0.903    0.035 {built-in method builtins.__import__}
       96    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
       23    0.000    0.000    0.001    0.000 {built-in method builtins.any}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.001    0.001    0.001    0.001 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        6    0.008    0.001    0.008    0.001 {built-in method builtins.eval}
     94/1    0.004    0.000   15.321   15.321 {built-in method builtins.exec}
     1038    0.022    0.000    0.023    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     1576    0.015    0.000    0.015    0.000 {built-in method builtins.hasattr}
    14/12    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
    11365    0.109    0.000    0.109    0.000 {built-in method builtins.isinstance}
      186    0.002    0.000    0.002    0.000 {built-in method builtins.issubclass}
      856    0.011    0.000    0.011    0.000 {built-in method builtins.iter}
17282/17194    0.163    0.000    0.164    0.000 {built-in method builtins.len}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     1757    0.053    0.000    0.061    0.000 {built-in method builtins.max}
      846    0.017    0.000    0.017    0.000 {built-in method builtins.min}
      223    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      342    0.006    0.000    0.024    0.000 {built-in method builtins.setattr}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     2308    0.368    0.000    0.368    0.000 {built-in method fcntl.ioctl}
      279    0.002    0.000    0.002    0.000 {built-in method from_bytes}
       12    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       93    0.051    0.001    0.051    0.001 {built-in method io.open_code}
       21    0.012    0.001    0.014    0.001 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
       93    0.187    0.002    0.187    0.002 {built-in method marshal.loads}
      473    0.010    0.000    0.010    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
      296    0.002    0.000    0.002    0.000 {built-in method posix.fspath}
       48    0.004    0.000    0.004    0.000 {built-in method posix.getcwd}
       20    0.010    0.000    0.010    0.000 {built-in method posix.listdir}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
      551    0.088    0.000    0.088    0.000 {built-in method posix.stat}
        6    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        4    0.000    0.000    0.000    0.000 {built-in method sys.get_asyncgen_hooks}
       26    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        8    0.003    0.000    0.003    0.000 {built-in method sys.set_asyncgen_hooks}
        1    0.000    0.000    0.000    0.000 {built-in method time.get_clock_info}
        1    0.000    0.000    0.000    0.000 {built-in method time.gmtime}
     1815    0.038    0.000    0.038    0.000 {built-in method time.monotonic}
      526    4.842    0.009    4.842    0.009 {built-in method time.sleep}
     1714    0.044    0.000    0.044    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {function socket.close at 0xb68a4658}
       26    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      113    0.011    0.000    0.011    0.000 {method '__exit__' of '_io._IOBase' objects}
      428    0.007    0.000    0.007    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       29    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Future' objects}
        4    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
     1390    0.011    0.000    0.011    0.000 {method 'append' of 'collections.deque' objects}
     5731    0.037    0.000    0.037    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'cancel' of '_asyncio.Task' objects}
      262    0.002    0.000    0.002    0.000 {method 'cancelled' of '_asyncio.Future' objects}
        4    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
     1716    0.022    0.000    0.022    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'detach' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
        4    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Task' objects}
       12    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      241    0.003    0.000    0.003    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Task' objects}
      116    0.008    0.000    0.010    0.000 {method 'extend' of 'list' objects}
     2308    0.027    0.000    0.027    0.000 {method 'fileno' of '_io.FileIO' objects}
        3    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
       72    0.002    0.000    0.002    0.000 {method 'find' of 'bytearray' objects}
       32    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      317    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
      361    0.003    0.000    0.003    0.000 {method 'get' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 {method 'get_loop' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       30    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
     1554    0.009    0.000    0.009    0.000 {method 'isupper' of 'str' objects}
     1133    0.009    0.000    0.009    0.000 {method 'items' of 'dict' objects}
       99    0.001    0.000    0.001    0.000 {method 'items' of 'mappingproxy' objects}
     1465    0.016    0.000    0.016    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      912    0.436    0.000    0.436    0.000 {method 'poll' of 'select.epoll' objects}
      166    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
     1390    0.010    0.000    0.010    0.000 {method 'popleft' of 'collections.deque' objects}
       94    0.119    0.001    0.119    0.001 {method 'read' of '_io.BufferedReader' objects}
      264    0.074    0.000    0.074    0.000 {method 'read' of '_io.FileIO' objects}
       19    0.002    0.000    0.004    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      857    0.397    0.000    0.397    0.000 {method 'recvfrom' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'register' of 'select.epoll' objects}
       10    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove_done_callback' of '_asyncio.Future' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove_done_callback' of '_asyncio.Task' objects}
     1714    0.033    0.000    0.033    0.000 {method 'replace' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
     1716    0.018    0.000    0.018    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
      189    0.003    0.000    0.003    0.000 {method 'rfind' of 'str' objects}
      780    0.010    0.000    0.010    0.000 {method 'rpartition' of 'str' objects}
     2718    0.014    0.000    0.014    0.000 {method 'rstrip' of 'str' objects}
     1389    0.177    0.000    9.144    0.007 {method 'run' of 'Context' objects}
       13    0.001    0.000    0.001    0.000 {method 'search' of 're.Pattern' objects}
      262    0.017    0.000    0.075    0.000 {method 'set_result' of '_asyncio.Future' objects}
        4    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
       20    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       23    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       14    0.002    0.000    0.005    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
     1714    0.036    0.000    0.036    0.000 {method 'startswith' of 'bytes' objects}
     3623    0.044    0.000    0.044    0.000 {method 'startswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        8    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      857    0.034    0.000    0.034    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.epoll' objects}
       19    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     2044    1.678    0.001    1.678    0.001 {method 'write' of '_io.FileIO' objects}


